"entity_name","ls","p"
"VOYAGES PREP-SOUTH QUEENS",0.717319114210661,0.000937641375888388
"PIONEER ACADEMY",0.746544904692821,0.00328721743064373
"ACTIVE LEARNING ELEMENTARY SCHOOL (THE)",0.748300484943853,0.00152503538957722
"PS 175 LYNN GROSS DISCOVERY SCHOOL (THE)",0.757636872414159,0.00278373684748187
"PENINSULA PREPARATORY ACADEMY CHARTER SCHOOL",0.759451195450045,0.00114924915721728
"NEW VISIONS CHTR HS-ADV MA/SCI IV",0.762516119607978,0.00171840112079156
"PS/MS 42 R VERNAM",0.772825796186962,0.00213796827342644
"PS 100 GLEN MORRIS",0.776937014000511,0.00320695241013966
"CAMBRIA HEIGHTS ACADEMY",0.784335820930635,0.00135356011850036
"CORONA ARTS AND SCIENCES ACADEMY",0.787935943692137,0.00275819797732148
"PS/IS 208",0.793132728299166,0.00259766793631335
"PS 118 LORRAINE HANSBERRY",0.804064716484144,0.00153598061964596
"PS 134 HOLLIS",0.825926135970555,0.00115654597726311
"PS 92 HARRY T STEWART SR",0.826522352742383,0.0029771025786962
"HUMANITIES AND ARTS MAGNET HIGH SCHOOL",0.839915595417086,0.00159800359003546
"GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES",0.848276830482988,0.00150679333946266
"PS 52",0.849474310940702,0.00140098944879821
"PS 181 BROOKFIELD",0.897551235501263,0.00107628095675904
"PS/MS 138 SUNRISE",0.902112358125472,0.00249916086569473
"SUCCESS ACADEMY CHARTER SCHOOL-NYC 4",0.907780391977269,0.00148490287932519
"PS/IS 178 HOLLISWOOD",0.912127449956932,0.00189352480189134
"PAN AMERICAN INTERNATIONAL HIGH SCHOOL",0.913154113097143,0.00151044174948557
"PS 251",0.988881950477247,0.00116019438728602
"IS 192 LINDEN (THE)",1.00853649824088,0.00179501773127271
"CHALLENGE PREPARATORY CHARTER SCHOOL",1.05117492591824,0.0028858923281234
"COMMUNITY VOICES MIDDLE SCHOOL",1.05791329016055,0.00124775622783591
"PS 36 ST ALBANS SCHOOL",1.06216420208791,0.00146666082921063
"QUEENS PREPARATORY ACADEMY",1.06267704029052,0.00141558308888986
"EXCELSIOR PREPARATORTY HIGH SCHOOL",1.07979962216388,0.00153962902966887
"COLLABORATIVE ARTS MIDDLE SCHOOL",1.08924737387861,0.00119303007749223
"PS 207 ROCKWOOD PARK",1.09834889515217,0.00220728806386177
"PATHWAYS COLLEGE PREPARATORY SCHOOL:  A COLLEGE BOARD SCHOOL",1.10338397446529,0.00211242940326606
"PS 128 THE LORRAINE TUZZO, JUNIPER VALLEY ELEMENTARY",1.10743607132356,0.00347693475183515
"PS 136 ROY WILKINS",1.12518986497304,0.00195554777228084
"CYNTHIA JENKINS SCHOOL",1.12771115454077,0.00143017672898151
"PS 80 THURGOOD MARSHALL MAGNET OF MULTIMEDIA",1.13379865829632,0.00161989405017293
"PS 354",1.14829877300002,0.00197743823241831
"PS 38 ROSEDALE",1.17271237319779,0.00102520321643828
"PS 176 CAMBRIA HEIGHTS",1.1908356516425,0.00256848065613006
"PS 47 CHRIS GALAS",1.22017799497644,0.000769814514834435
"PS/MS 147 RONALD MCNAIR",1.22801586810058,0.0019737898223954
"IS 59 SPRINGFIELD GARDENS",1.23418996400488,0.00219999124381594
"SUCCESS ACADEMY CS - ROSEDALE",1.23735349116438,0.00159435518001255
"PS 156 LAURELTON",1.26026863453501,0.000799001795017731
"RIVERTON STREET CHARTER SCHOOL",1.28242684520846,0.00351341885206427
"PREPARATORY ACADEMY FOR WRITERS:  A COLLEGE BOARD SCHOOL",1.28696770317414,0.00210513258322023
"SUCCESS ACADEMY CHARTER SCHOOL - SPRINGFIELD",1.29187341326551,0.00234592764473243
"PS 195 WILLIAM HABERLE",1.29600892590258,0.00175123681099777
"PS 15 JACKIE ROBINSON",1.30045420792671,0.00145206718911898
"PS 132 RALPH BUNCHE",1.31463078072206,0.00122951417772135
"EAGLE ACADEMY FOR YOUNG MEN III",1.34750575592983,0.0017913693212498
"MERRICK ACADEMY-QUEENS PUBLIC CHARTER SCHOOL",1.39697642726522,0.00190811844198298
"QUEENS UNITED MIDDLE SCHOOL",1.40230893321149,0.000609284473826307
